HOSPITAL_ID,OWNER_ID,NAME,ADDRESS,DETAIL_ADDRESS,PHONE,LATITUDE,LONGITUDE,OPEN_TIME,CLOSE_TIME,STATUS,DESCRIPTION,IMAGE_URL,CREATED_AT,UPDATED_AT,WEBSITE_URL,DISTRICT,STATUS_CODE,OPERATION_STATUS_TEXT,DATA_UPDATED_AT,LAST_MODIFIED_AT,BREAK_TIME,CLOSED_DAYS,MEDICAL_SUBJECTS,DOCTOR_INFO,OWNER_NAME,SOURCE_URL,CHECKED_AT,NOTE,COLUMN1
43,,목동찬동물의료센터,서울특별시 양천구 오목로 285 1층 (목동),서울특별시 양천구 목동 406-293,02-2038-8119,188362.123149396,447056.174139728,10:00,22:00,OPEN,[마음을 잇는 진료 삶을 찬미하는 공간] '찬'은 '빛날 찬(璨)'ㅡ 반려동물의 삶을 빛나게 하겠다는 다짐을 담았습니다.,43,,,http://www.chanamc.com/,양천구,1,영업/정상,2025-11-27 15:46:44,2026-05-07 22:02:41,,,내과/외과/정형외과/피부과/영상의학과,내과/외과/정형외과/피부과/영상의학과,이예현/전기옥/국민영,http://www.chanamc.com/,2027.07.08,,
44,,아나동물메디컬센터,서울특별시 강동구 올림픽로78길 60 B101동 16호 (천호동 강동 밀레니얼 중흥S-클래스),서울특별시 강동구 천호동 423-200 강동 밀레니얼 중흥S-클래스,02-6952-3375,211150.812213612,448805.145144628,10:00,20:00,OPEN,아이들의 작은 신호에도 귀 기울이며 정확하고 부담 없는 진료를 제공합니다.,44,,,https://map.naver.com/p/entry/place/2004598996?lng=127.1280172&lat=37.5409724&placePath=%2Fhome%3FfromPanelNum%3D1%26additionalHeight%3D76%26timestamp%3D202607071559%26locale%3Dko%26svcName%3Dmap_pcv5&searchType=place&c=15.00 0 0 0 dh,강동구,1,영업/정상,2026-05-14 09:45:22,2026-05-15 03:03:03,13:00-14:00,월/화,정형외과/중성화,정형외과/중성화,,https://map.naver.com/p/entry/place/2004598996?lng=127.1280172&lat=37.5409724&placePath=%2Fhome%3FfromPanelNum%3D1%26additionalHeight%3D76%26timestamp%3D202607071559%26locale%3Dko%26svcName%3Dmap_pcv5&searchType=place&c=15.00 0 0 0 dh,2027.07.07,,
45,,동물의료센터24인치,서울특별시 영등포구 가마산로 496 JS타워 205~207 303~304 306~307호 (신길동),서울특별시 영등포구 신길동 236 JS타워,02-6953-2427,192103.614282017,444816.002381357,00:00,24:00,OPEN,서울 영등포 신길에 위치한 동물병원 MRI 진단 전문기관 동물의료센터24인치입니다.,45,,,https://amc24in.com/,영등포구,1,영업/정상,2026-04-07 10:34:16,2026-05-11 22:02:41,,,내과/외과/영상의학과,내과/외과/영상의학과,양혁주/은지용,https://amc24in.com/,2026-07-08,,
46,,서울대학교동물검진센터,서울특별시 광진구 구의강변로 46 금성빌딩 1 2층 (구의동),서울특별시 광진구 구의동 594-4 금성빌딩,02-6930-5747,208073.305054801,448077.378533521,08:00,17:00,OPEN,서울대가 설립한 국내 유일 반려동물 건강검진 전문 의료기관,46,,,https://animalhealthcare.kr/,광진구,1,영업/정상,2026-02-04 16:15:58,2026-05-08 22:46:01,,토/일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과,김윤지,https://animalhealthcare.kr/,2026-07-08,,
47,,클로버동물병원,서울특별시 양천구 신정로 312 뉴프라자 115호 (신정동),서울특별시 양천구 신정동 1267 뉴프라자,02-6958-8666,187158.467033065,445678.076325463,10:00,19:00,OPEN,클로버동물병원은 내원하는 모든 아이들의 삶이 늘 행복할 수 있도록 건강관리에 최선을 다하는 병원이 되겠습니다.,47,,,https://blog.naver.com/clover2025,양천구,1,영업/정상,2025-11-24 10:14:45,2026-05-07 22:02:41,13:00-14:00,일,내과/외과,윤재웅,윤재웅,https://blog.naver.com/clover2025,2027.07.08,고양이 전문,
48,,서정동물병원,서울특별시 노원구 동일로 1640 오아시스빌딩 1 2층 (상계동),서울특별시 노원구 상계동 1025-20 오아시스빌딩,02-930-7161,204831.422731672,463584.885015414,10:00,20:00,OPEN,강강술래 옆 상가에서 수락산역 방향으로 100m 이전 오픈하였습니다.,48,,,,노원구,1,영업/정상,2025-04-21 16:50:50,2026-05-11 22:47:50,,일요일,내과/외과,내과/외과,,,2026-07-08,,
49,,강북24시 N동물의료센터,서울특별시 강북구 도봉로 104 1 B1 B2층 (미아동),서울특별시 강북구 미아동 138-19,02-984-0075,202549.340719961,457334.840983492,00:00,24:00,OPEN,2014년 길음동에 개원한 N동물의료센터는 반려동물과 보호자분들의 곁을 지키며 올바른 진료와 따뜻한 마음으로 성장하려 노력해왔습니다. 지난 10여 년 동안 축적한 임상 경험과 연구를 바탕으로 저희는 단순히 질병을 치료하는 공간을 넘어 반려동물의 건강한 삶 전반을 함께 관리하는 평생 주치의로 자리매김하고자 2025년 4월 강북구 미아동의 신축 건물로 확장이전 하였습니다.,49,,,https://www.namc.co.kr/,강북구,1,영업/정상,2025-07-02 17:45:43,2026-05-11 22:36:27,12:30-14:00,,내과/외과/영상의학과/치과/재활,내과/외과/영상의학과/치과/재활,김용휘/권일,https://www.namc.co.kr/,2026-07-08,,
50,,모루 동물의료센터,서울특별시 중랑구 망우로 373 1층 (상봉동),서울특별시 중랑구 상봉동 74-43,02-2038-7533,208199.991565216,455149.744971697,10:00,20:00,OPEN,안녕하세요 모루동물병원입니다 :) 모루는 대장장이가 금속을 다듬고 형태를 만들어가는 데 사용하는 도구입니다. 단단한 모루 위에서 금속이 불길과 망치질을 거치며 단단하고 아름다운 모습으로 새롭게 태어나듯이 모루 동물병원은 소중한 반려동물들이 건강하고 행복한 모습으로 다시 태어날 수 있도록 돕는 병원이 되고자 합니다.,50,,,http://www.moruamc.com/,중랑구,1,영업/정상,2025-03-20 17:09:34,2026-04-25 22:32:15,13:00-14:00,매달4번째 일요일,내과/외과/안과,내과/외과/안과,이관복,http://www.moruamc.com/,2026-07-08,,
51,,한남심장내과동물병원,서울특별시 용산구 독서당로 46 111호 (한남동 한남아이파크),서울특별시 용산구 한남동 828 한남아이파크,02-6085-4777,200571.725921493,447793.924058853,09:30,19:00,OPEN,심장초음파 건강검진 내과질환(소화기 호흡기 내분비) 프라이빗한 진료실 고양이심장초음파 고양이친화(프라이빗대기실) 보호자와 한공간에서 검사 진행,51,,,https://hannamheart.com/,용산구,1,영업/정상,2025-03-20 10:38:18,2025-12-15 16:15:28,12:30-14:00,,심장/내과,심장/내과,김병진,https://hannamheart.com/,2026-07-08,심장 전문,
52,,아이랑 동물병원,서울특별시 동대문구 이문로35길 12 상가 A동 101호 (이문동 래미안라그란데아파트),서울특별시 동대문구 이문동 257-42 래미안라그란데아파트,02-2039-7676,205249.265435832,455308.651763587,,1,OPEN,아이랑동물병원은 반려동물의 건강을 지키기 위해 내과 외과 피부과 이비인후과 안과 치과 예방의학 등 기본 진료과목을 폭넓게 진료합니다. 피부 트러블 호흡기 질환 구강 관리 예방접종 노령성 질환 등 생활 속 작은 불편부터 중요한 건강 문제까지 세심하게 살펴드립니다.,52,,,http://www.irangah.co.kr/,동대문구,1,영업/정상,2025-03-04 10:35:04,2026-05-08 22:40:06,점심시간 오후 01:00 - 오후 02:00,,심장내과/외과/노령진환/고양이친화/중증질환,호대명,http://www.irangah.co.kr/,2026-07-08,,
53,,포레온 동물병원,서울특별시 강동구 양재대로 1360 포레온스테이션5 2층 2029호 (둔촌동),서울특별시 강동구 둔촌동 170-1 포레온스테이션5,02-2135-8833,212195.109947109,447197.273286818,10:00,22:00,OPEN,포레온동물병원은 반려동물들의 건강을 위해 다양한 경험과 풍부한 전문지식을 갖춘 원장님들이 진료를 담당하고 있습니다.,53,,,https://blog.naver.com/foreon_ah,강동구,1,영업/정상,2025-03-07 10:24:19,2026-05-07 22:03:39,13:00-14:00,,피부과/내과/안과/치과/이비인후과/비뇨기과/외과/정형외과,피부과/내과/안과/치과/이비인후과/비뇨기과/외과/정형외과,,https://blog.naver.com/foreon_ah,2027.07.07,,
54,,이즈 동물병원,서울특별시 동대문구 이문로35길 12 상가 C동 102호 (이문동 래미안라그란데아파트),서울특별시 동대문구 이문동 257-42 래미안라그란데아파트,02-2138-0514,205249.265435832,455308.651763587,09:30,19:30,OPEN,이즈동물병원은 국내 최대급 24시 동물병원에서부터 작은 동네병원까지 심부전 신부전 외과 노령성 질환 등 가리지 않고 여러 분야의 풍부한 경험을 쌓은 대표 원장과 24시 영상과장 경력의 석사 출신 원장이 함께합니다.,,,https://blog.naver.com/easevet0219,동대문구,1,영업/정상,2025-02-12 15:14:04,2026-05-08 22:40:06,13:00-14:00,일요일,2,외과/내과/안과/치과,여운경,https://blog.naver.com/easevet0219,2026-07-08,,
55,,아우름 동물병원,서울특별시 동작구 사당로 268 1층 (사당동),서울특별시 동작구 사당동 1001-33,02-2138-2977,197932.620226881,442381.630987122,10:00,19:00,OPEN,반려동물은 가족과도 같기에 건강한 삶을 위해 신뢰할 수 있는 병원을 찾는 것이 중요합니다. 아우름동물병원은 일반 반려동물은 물론 특수동물 진료까지 가능한 곳으로 보호자님과 반려동물이 편안하게 방문할 수 있는 의료 서비스를 제공합니다. [출처] 아우름동물병원 반려동물과 특수동물까지 전문 진료|작성자 아우름동물병원,55,,,https://blog.naver.com/aurumah,동작구,1,영업/정상,2025-05-12 11:14:58,2026-05-03 22:39:05,13:00-14:00,화요일,,외과/내과/정형외과,,https://blog.naver.com/aurumah,2026-07-08,#특수동물병원아우름동물병원 #아우름동물병원 #특수동물병원 #반려동물진료 #파충류진료 #외과수술전문 #반려동물치과 #특수동물전문병원 [출처] 아우름동물병원 반려동물과 특수동물까지 전문 진료|작성자 아우름동물병원,
56,,본외과동물의료센터,서울특별시 강서구 공항대로 103 제판매시설2동 2층 202 203호 (마곡동 마곡 엠밸리 9단지),서울특별시 강서구 마곡동 744 마곡 엠밸리 9단지,02-6091-0066,126.82699,37.56593,10:00,19:00,OPEN,본외과동물의료센터는 강서구 최초의 외과동물의료센터입니다. 전문성과 진심을 바탕으로 모든 동물과 보호자에게 편안함과 최선의 결과를 제공하는 병원으로 만들어가겠습니다.,56,,,https://blog.naver.com/bonesamc,강서구,1,영업/정상,2025-01-02 10:14:31,2026-05-09 22:02:20,13:00-14:00,수/목,외과/치과,외과/치과,박준형,https://blog.naver.com/bonesamc,2026-07-08,,
57,,청량리 슬기 동물병원,서울특별시 동대문구 왕산로 186 청량리역 우남SL타워300 218 219호 (전농동),서울특별시 동대문구 전농동 620-15 청량리역 우남SL타워300,02-3293-7582,203816.673034515,453023.128996239,10:00,22:00,OPEN,고양이 전용 진료 환경 고양이 전용 장비의 구비 고양이 행동에 대한 이해 진료 중 스트레스 최소화를 위한 세심한 케어 [출처] 청량리 고양이 친화병원 feat. 슬기동물병원|작성자 슬기동물병원,57,,,https://blog.naver.com/sgpet2024,동대문구,1,영업/정상,2024-11-21 11:58:03,2026-05-08 22:40:06,13:00-14:00,,,외과,,https://blog.naver.com/sgpet2024,2026-07-08,슬개골 고양이전문,
58,,홍제24시모아동물의료센터,서울특별시 서대문구 통일로 426 1 2층 (홍제동),서울특별시 서대문구 홍제동 137-12,02-2138-2030,195184.096878203,453892.979937057,,,OPEN,365일 24시간 진료에 최선을 다하는 홍제24시모아동물의료센터입니다. 아이들을 생각하는 한마음 한뜻 모아 반려동물의 행복하고 건강한 삶을 위해 최선을 다하겠습니,58,,,https://blog.naver.com/moa24hong,서대문구,1,영업/정상,2025-07-18 09:40:32,2026-05-11 22:02:36,,,,외과/내과/정형외과,,https://blog.naver.com/moa24hong,2026-07-08,24시의료,
59,,비비동물병원,서울특별시 광진구 능동로 21 1층 (자양동),서울특별시 광진구 자양동 65-1,02-2039-7770,205877.28221374,447919.248318372,10:00,20:00,OPEN,비비동물병원은 서울대학교 수의과대학 외과 석사 건국대학교 수의과대학 내과 석사를 전공한 의료진이 외과와 내과의 체계적인 협진으로 언제나 최선의 의료를 제공하는 동물병원입니다. 주로 관절에 특화된 정형외과 진료와 고난도 수술을 진행하고 있으며 노령 동물의 내과 심화 진료 아이들마다 가장 적절한 검사만 진행하는 커스텀 건강검진까지 제공하고 있습니다. 모두 보호자님들께서 비비동물병원을 다시 찾아주는 핵심 진료들입니다.,59,,,https://bibianimal.com/,광진구,1,영업/정상,2024-10-10 15:05:29,2026-05-08 22:46:01,13:00-14:00,,정형외과/신경외과,정형외과/신경외과,김현수,https://bibianimal.com/,2026-07-08,,
60,,쭈니동물병원,서울특별시 관악구 관악로 260 1층 101호 (봉천동 에스클래스),서울특별시 관악구 봉천동 37-82 에스클래스,02-878-7588,196214.85780253,442780.470789265,00:00,19:00,OPEN,안녕하세요. 관악구에 개원한 쭈니동물병원 입니다. 항상 정직하고 꼼꼼한 진료 약속드립니다. 오픈할인 이벤트 진행중이니 많은 관심 부탁드립니다.,60,,,https://www.instagram.com/jjuniah7588,관악구,1,영업/정상,2024-09-11 09:41:09,2026-05-08 22:40:52,13:00-14:00,수요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과,,https://www.instagram.com/jjuniah7588,2026-07-08,,
61,,도그원동물의료센터,서울특별시 은평구 연서로29길 24 2층 (갈현동),서울특별시 은평구 갈현동 431-5,02-358-1591,192667.438048047,457480.990067897,,,OPEN,수의사 이전에 한 명의 반려인으로서 내 아이처럼 생각하며 꼼꼼하고 책임감 있는 진료를 위해 최선을 다하겠습니다.,61,,,https://blog.naver.com/cafedog1,은평구,1,영업/정상,2024-09-05 10:48:32,2025-12-15 16:15:28,13:00-14:00,,,,,,https://blog.naver.com/cafedog1,2026-07-08,,
62,,왕십리동물병원,서울특별시 성동구 무학로6길 50 101동 225호 (도선동 성동삼성쉐르빌),서울특별시 성동구 도선동 69 성동삼성쉐르빌 101동 225호,02-2138-1888,203017.021457357,451346.281102634,13:00,19:00,OPEN,,,,,,성동구,1,영업/정상,2025-02-06 14:08:00,2026-05-07 22:33:00,13:00-14:00,,,,,,,명칭으로중복되는병원많음,
63,,한국고양이혈액센터,서울특별시 양천구 중앙로 349 2층 (신월동),서울특별시 양천구 신월동 456-8,02-544-7975,186583.853430927,447197.797629393,10:00,19:00,OPEN,공혈묘 없는 세상을 꿈꾸는 한국 고양이 혈액센터 고양이에게 가장 적합하고 편안한 환경을 제공하는 고양이 헌혈 전문 동물병원,63,,,https://catblood.co.kr/application,양천구,1,영업/정상,2026-03-16 17:43:06,2026-05-07 22:02:41,,,헌혈,,,https://catblood.co.kr/application,2027.07.08,고양이 헌혈,
64,,아이튼튼동물병원,서울특별시 성북구 길음로 11 2층 241호 (길음동 길음역롯데캐슬트윈골드아파트),서울특별시 성북구 길음동 542-1 길음역롯데캐슬트윈골드아파트 241호,0507-1464-5666,201973.88683884,455713.244570106,09:30,20:00,OPEN,반려동물과 행복한 동행. 아이튼튼동물병원이 함께할께요. 입원치료 수술 호텔 서비스를 제공하고 있습니다. 아이들의 건강을 위해 최선을 다하겠습니다. 네이버에서 예약하시고 편리하게 이용하실 수 있습니다.,64,,,https://bemypet.kr/hospital/74,성북구,1,영업/정상,2025-12-04 08:25:36,2026-05-01 22:38:15,13:00-14:00,수요일,,외과,,,2026-07-08,정보부족,
65,,아크로벳 내과동물병원,서울특별시 광진구 광나루로 582 세종빌딩 1층 (구의동),서울특별시 광진구 구의동 202-3 1층,02-2088-7119,208181.517388785,448984.848324887,10:00,19:00,OPEN,광진구 최고의 심장 전문 동물병원 아크로벳내과동물병원입니다. 13년간 대학병원 및 2차진료기관에서 진료해온 심장내과학 석사 대표원장이 우리 강아지 고양이 아이들의 건강을 A to Z까지 직접 책임집니다.,65,,,https://www.instagram.com/acrovet_ah/,광진구,1,영업/정상,2024-10-28 09:32:16,2026-05-08 22:46:01,12:00-13:00,,내과/외과/심장내과,내과/외과/심장내과,김태준,https://www.instagram.com/acrovet_ah/,2026-07-08,,
66,,내곁에 동물병원,서울특별시 노원구 덕릉로 753 노원 롯데캐슬 시그니처 상가 101동 1-1호 (상계동 노원 롯데캐슬 시그니처),서울특별시 노원구 상계동 95-3 노원 롯데캐슬 시그니처,02-952-7599,206799.020098051,462509.638445514,10:00,20:00,OPEN,'살아있는 모든 생명체에 대한 사랑은 인간의 가장 숭고한 본능이다.' 반려동물과 함께 하는 사회. 생명 중심의 동물병원을 지향하는 내곁에동물병원입니다.,66,,,https://blog.naver.com/withmeah,노원구,1,영업/정상,2024-05-03 11:57:13,2026-05-11 22:47:50,13:00-14:00,일요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,이호성,https://blog.naver.com/withmeah,2026-07-08,,
67,,산들동물병원,서울특별시 중랑구 용마산로 670 C동 129 130호 (망우동 신내역 프라디움 더 테라스),서울특별시 중랑구 망우동 584 신내역 프라디움 더 테라스,02-435-7582,208947.072330515,456501.735079654,10:00,22:00,OPEN,<따뜻한 마음으로 보다듬어 진료하는 산들 동물병원입니다> - 친절하고 꼼꼼하게 진료하여 언제나 믿음직한 동물병원이 되도록 노력하겠습니다.,67,,,http://pf.kakao.com/_xgDxexmG,중랑구,1,영업/정상,2024-04-05 16:50:16,2026-04-25 22:32:15,13:00-14:00,수요일,내과/외과,내과/외과,,http://pf.kakao.com/_xgDxexmG,2026-07-08,,
68,,성수 숲속 피부과 동물병원,서울특별시 성동구 서울숲2길 32-14 지하1층 B114호 (성수동1가 갤러리아 포레),서울특별시 성동구 성수동1가 685-696 갤러리아 포레 지하1층 B114호,02-2205-2975,203684.281166499,449280.97521227,,,OPEN,오로지 피부에 집중한 숲속 피부과 진료 시스템 숲속의 편안함처럼 섬세하고 편안한 진료,68,,,http://www.skinvet.kr/,성동구,1,영업/정상,2025-02-06 14:07:28,2026-05-07 22:33:00,13:00-14:00,,,1,내과/피부과,조대희,http://www.skinvet.kr/,2026-07-09,피부과전문,
69,,다봄 동물병원,서울특별시 광진구 자양로 163 우남빌딩 (구의동),서울특별시 광진구 구의동 254-36 우남빌딩 1층,02-456-7775,207334.35237407,448890.470998334,10:00,19:30,OPEN,안녕하세요. 24년 광진구 구의동에 신규개원한 다봄동물병원입니다. 저희 병원은 개 고양이 진료 뿐만 아니라 토끼 고슴도치 도마뱀 거북 등의 특수동물 진료가 가능합니다. 특수동물 질병 뿐만 아니라 일반적 사육 영양 관리 등 문의사항이 있으시면 언제든 전화주세요~,69,,,https://www.instagram.com/dabom_ah,광진구,1,영업/정상,2024-07-29 16:10:15,2026-05-08 22:46:01,13:00-14:00,일요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,,https://www.instagram.com/dabom_ah,2026-07-08,,
70,,메리트원 동물의료센터,서울특별시 구로구 고척로 156 2 3층 (고척동),서울특별시 구로구 고척동 265-7,02-2611-1925,186772.546947449,444563.542190545,00:00,24:00,OPEN,저희 병원은 365일 24시 연중무휴로 운영되며 야간 응급진료도 가능합니다. 정확한 진단을 위해 미국 GE사의 초음파 장비부터 빠르고 정확한 혈액 검사 기기 안정적인 마취를 위한 동물전용 마취기까지 갖추어 정밀하고 신속한 진료를 제공합니다. 저 또한 강아지를 키우는 보호자로서 다른 보호자님들도 함께하는 아이들과 건강하고 행복하게 오래도록 지낼 수 있도록 돕고 싶습니다. 다양한 경험을 갖춘 숙련된 의료진과 최신 검증된 장비를 통해 최선을 다한 진료를 이어가겠습니다.,70,,,http://24merit1amc.com/landing.php,구로구,1,영업/정상,2024-04-02 17:00:12,2026-05-01 22:01:43,,,내과/외과,내과/외과,이득원,http://24merit1amc.com/landing.php,2026-07-08,,
71,,바른동물메디컬센터,서울특별시 서대문구 거북골로 100 상가동 19 20호 (남가좌동 래미안 루센티아),서울특별시 서대문구 남가좌동 390 래미안 루센티아 상가동 19 20호,02-6956-3383,192641.14591065,452652.059898055,09:00,23:50,OPEN,바른동물메디컬에 방문해 주셔서 감사합니다. 오랜 임상 경험을 바탕으로 일반 내과 질환 뿐 아니라 중증 질환까지 케어합니다. 보다 정확한 진단을 위해 최고성능의 의료기기를 도입하였습니다.,71,,,https://blog.naver.com/bareunamc,서대문구,1,영업/정상,2024-05-30 17:30:05,2026-05-11 22:02:36,12:00-13:00/18:00-19:00,,,외과/내과/정형외과,문성주,https://blog.naver.com/bareunamc,2026-07-08,,
72,,엘림동물병원,서울특별시 영등포구 가마산로 584 제흥한의원 1층 (신길동),서울특별시 영등포구 신길동 720 제흥한의원,02-749-6750,192955.313671889,444637.094833567,09:00,19:00,OPEN,내과 외과 치과 전문동물병원입니다 건강검진 중성화전문 입니다,46,,,https://www.instagram.com/elim_amc,영등포구,1,영업/정상,2024-05-27 11:57:37,2026-05-11 22:02:40,12:00-13:00,구정/추석연휴,내과/외과/치과,내과/외과/치과,김세준,https://map.naver.com/p/search/%EC%97%98%EB%A6%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90/place/18195363?placePath=%2Fhome%3FabtExp%3DNEW-PLACE-SEARCH%3A1%26bk_query%3D%EC%97%98%EB%A6%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%26entry%3Dpll%26fromNxList%3Dtrue%26fromPanelNum%3D2%26locale%3Dko%26searchText%3D%EC%97%98%EB%A6%BC%EB%8F%99%EB%AC%BC%EB%B3%91%EC%9B%90%26svcName%3Dmap_pcv5%26timestamp%3D202607081329&placeSearchOption=abtExp%3DNEW-PLACE-SEARCH%253A1%26bk_query%3D%25EC%2597%2598%25EB%25A6%25BC%25EB%258F%2599%25EB%25AC%25BC%25EB%25B3%2591%25EC%259B%2590%26entry%3Dpll%26fromNxList%3Dtrue%26originalQuery%3D%25EC%2597%2598%25EB%25A6%25BC%25EB%258F%2599%25EB%25AC%25BC%25EB%25B3%2591%25EC%259B%2590%26x%3D126.778333%26y%3D37.649886&searchType=place&c=15.04 0 0 0 dh,2026-07-08,,
73,,위런한방재활동물병원,서울특별시 용산구 한강대로 95 225호 (한강로2가 래미안용산 더 센트럴),서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴 225호,02-2138-3877,197011.737528847,447430.100250997,10:00,19:00,OPEN,침 뜸 약침과 같은 한방의학과 레이저 체외충격파 관절주사와 같은 재활의학을 통해 반려동물의 근골격계 질환을 비수술적인 방법으로 치료하는 동물병원입니다.,73,,,https://blog.naver.com/werunvet,용산구,1,영업/정상,2024-09-12 14:29:05,2025-12-15 16:15:28,13:00-14:00,일/월,정형외과,정형외과,맹정우,https://blog.naver.com/werunvet,2026-07-08,정형외과 전문,
74,,BK심장동물병원,서울특별시 성동구 고산자로6길 40 행당동 레몬프라자 1층 113호 (행당동),서울특별시 성동구 행당동 140 행당동 레몬프라자 1층 113호,02-790-9808,203071.959180897,450665.532604254,,,OPEN,BK 심장동물병원은 서울 강북 지역 유일 심장전문동물병원으로 강아지 고양이 심장병 및 합병증 관리 및 치료에 집중하고 있습니다.,74,,,https://bkhamc.co.kr/,성동구,1,영업/정상,2025-02-06 14:07:01,2026-05-07 22:33:00,12:00-14:00,일요일,1,내과,안성택,https://bkhamc.co.kr/,2026-07-09,심장병 및 합병증 치료 전문,
75,,중랑차동물병원,서울특별시 중랑구 중랑천로 81 101호 (상봉동),서울특별시 중랑구 상봉동 137-16,02-433-0787,206345.47354923,454460.821850917,10:00,18:00,OPEN,,75,,,,중랑구,1,영업/정상,2024-01-02 10:23:32,2026-04-25 22:32:15,13:00-14:00,일요일,내과/외과,내과/외과,,,2026-07-08,,
76,,혜원동물병원,서울특별시 중랑구 면목로 341 1층 (면목동),서울특별시 중랑구 면목동 497-7,02-439-8300,207729.175659582,453342.232542102,09:00,19:00,OPEN,안녕하세요. 혜원동물병원입니다. 강아지 고양이 가족의 집 가까운 친근한 동물병원입니다.,76,,,,중랑구,1,영업/정상,2023-11-06 10:56:44,2026-04-25 22:32:15,,목요일,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,피부과/내과/안과/치과/예방의학과/이비인후과/비뇨기과/외과/정형외과/산과,,,2026-07-08,,
77,,진솔동물병원,서울특별시 은평구 연서로 72 삼성프라임 101 102호 (역촌동),서울특별시 은평구 역촌동 22-48,02-356-7547,192499.264952138,455920.490562559,,,OPEN,,,,,,은평구,1,영업/정상,2025-03-27 17:23:51,2025-12-15 16:15:28,,,,,,,,,,2026-07-08,,
78,,스무해 동물병원,서울특별시 동작구 서달로 150 2층 222호 (흑석동 이랜드해가든),서울특별시 동작구 흑석동 332 이랜드해가든,02-6953-0475,196587.030630143,444939.455414947,10:00,19:00,OPEN,우리 아이가 스무 해를 넘기도록 건강하게 행복하게 곁에 있기를. 그 마음으로 하루하루를 지킵니다. 조금 더 오래 지금 이 따뜻함이 계속되기를,78,,,https://blog.naver.com/smoohae,동작구,1,영업/정상,2023-10-06 17:27:01,2026-05-03 22:39:05,13:00-14:00,일요일,,외과,전상윤,https://blog.naver.com/smoohae,2026-07-08,고양이친화,
79,,서울동물복지지원센터 동대문 동물병원,서울특별시 동대문구 무학로 201 (용두동),서울특별시 동대문구 용두동 726-1,02-921-2413/02-921-2415,202523.469147286,453317.110098416,,,OPEN,,79,,,,동대문구,1,영업/정상,2025-02-04 13:34:07,2026-05-08 22:40:06,,,,,,,피부과 내과 안과 치과 예방의학과 이비인후과 비뇨기과 외과 정형외과 산과,,,,재확인요망 정보부족,
80,,24시 로운동물의료센터,서울특별시 양천구 등촌로 10 1~2층 (목동),서울특별시 양천구 목동 807-1,02-6953-7576,187932.730876252,447620.266190948,00:00,24:00,OPEN,본원 의료진 모두는 현재 강아지 고양이의 보호자입니다!!,80,,,http://rounamc.co.kr/,양천구,1,영업/정상,2025-09-17 11:47:58,2026-05-07 22:02:41,,,내과/외과/영상의학과,내과/외과/영상의학과,이길한,http://rounamc.co.kr/,2027.07.08,,
81,,장승준동물치과병원,서울특별시 서대문구 가좌로 113 1층 (홍은동),서울특별시 서대문구 홍은동 400-1 1층 우측상가,02-302-7502,193354.603526305,453367.066997333,09:00,19:00,OPEN,<동물 치과 전문 동물병원 장승준동물치과병원> 안녕하세요. 서울 서대문구 홍은동에 위치한 치과 전문 동물병원 장승준동물치과병원입니다.,81,,,https://blog.naver.com/allreen1,서대문구,1,영업/정상,2024-06-26 17:08:11,2026-05-11 22:02:36,13:00-14:00,일요일,1,치과,장승준,https://blog.naver.com/allreen1,2026-07-08,치과전문,
82,,뉴욕동물병원,서울특별시 종로구 창경궁로35길 19 2층 (혜화동),서울특별시 종로구 혜화동 53-11 2층,02-762-7582,200079.663985257,453836.098562833,,,OPEN,,,,,,종로구,1,영업/정상,2023-08-21 09:57:11,2025-12-15 16:15:28,,,,,,,,,,,
83,,웰니스동물병원,서울특별시 강서구 화곡로 398 홈플러스강서점앤본사사옥 4층 (등촌동),서울특별시 강서구 등촌동 639-11 홈플러스강서점앤본사사옥,02-3663-6575,187119.948165892,450691.593173724,10:00,19:30,OPEN,강서홈플러스4층 웰니스동물병원 입니다. *미용예약은 전화주세요,83,,,,강서구,1,영업/정상,2024-03-14 16:59:56,2026-05-09 22:02:20,12:30-13:30,일요일,내과/외과/치과/안과,내과/외과/치과/안과,,,2026-07-08,,
